DATE,PRCP,SNWD,SNOW,TMAX,TMIN
20150314,0.81,1.2,0,51,40
20150315,0,0,0,44,36
20150316,0,0,0,52,35
20150317,0.02,0,0,57,34
20150318,0,0,0,39,29
20150319,0,0,0,43,29
20150320,0.4,0,4.5,38,29
20150321,0,5.1,0,47,29
20150322,0,0,0,43,28
20150323,0,0,0,38,23
20150324,0,0,0,45,26
20150325,0.05,0,0,49,34
20150326,0.32,0,0,62,42
20150327,0.27,0,0,46,39
20150328,0,0,0,40,26
20150329,0,0,0,46,25
20150330,0,0,0,54,36
20150331,0.17,0,0,47,35
20150401,0,0,0,51,32
20150402,0,0,0,67,41
20150403,0.04,0,0,64,59
20150404,0.01,0,0,60,42
20150405,0,0,0,61,42
20150406,0,0,0,63,42
20150407,0.15,0,0,62,42
20150408,0,0,0,45,37
20150409,0,0,0,43,37
20150410,0.17,0,0,56,39
20150411,0,0,0,57,44
20150412,0,0,0,66,43
20150413,0,0,0,68,50
20150414,0.01,0,0,65,55
20150415,0,0,0,72,51
20150416,0,0,0,64,52
20150417,0.08,0,0,71,55
20150418,0,0,0,80,59
20150419,0,0,0,64,48
20150420,1.37,0,0,57,46
20150421,0.2,0,0,65,52
20150422,0.05,0,0,69,48
20150423,0,0,0,52,41
20150424,0,0,0,52,39
20150425,0,0,0,62,38
20150426,0,0,0,64,46
20150427,0,0,0,62,49
20150428,0,0,0,71,50
20150429,0,0,0,78,50
20150430,0,0,0,67,48
20150501,0,0,0,63,49
20150502,0,0,0,74,48
20150503,0,0,0,80,51
20150504,0,0,0,85,57
20150505,0,0,0,85,66
20150506,0,0,0,73,59
20150507,0,0,0,80,56
20150508,0,0,0,82,56
20150509,0,0,0,70,57
20150510,0,0,0,83,61
20150511,0,0,0,84,70
20150512,0,0,0,86,64
20150513,0,0,0,70,53
20150514,0,0,0,73,50
20150515,0,0,0,75,55
20150516,0.3,0,0,75,57
20150517,0.02,0,0,83,64
20150518,0,0,0,75,60
20150519,0,0,0,80,59
20150520,0,0,0,67,54
20150521,0,0,0,62,52
20150522,0,0,0,74,55
20150523,0,0,0,70,49
20150524,0,0,0,81,56
20150525,0,0,0,85,64
20150526,0,0,0,88,67
20150527,0.08,0,0,85,70
20150528,0,0,0,85,70
20150529,0,0,0,85,65
20150530,0,0,0,85,67
20150531,1.46,0,0,87,57
20150601,0.72,0,0,58,51
20150602,0.37,0,0,55,50
20150603,0,0,0,70,52
20150604,0,0,0,65,54
20150605,0.13,0,0,70,55
20150606,0.19,0,0,76,60
20150607,0,0,0,74,55
20150608,0.06,0,0,79,63
20150609,0.01,0,0,83,68
20150610,0,0,0,82,65
20150611,0,0,0,89,72
20150612,0,0,0,88,73
20150613,0,0,0,86,72
20150614,0.36,0,0,88,66
20150615,0.57,0,0,83,64
20150616,0.27,0,0,79,65
20150617,0,0,0,82,66
20150618,0,0,0,71,64
20150619,0,0,0,87,68
20150620,0,0,0,75,64
20150621,0.64,0,0,88,71
20150622,0,0,0,87,70
20150623,0.02,0,0,90,75
20150624,0,0,0,84,68
20150625,0,0,0,83,65
20150626,0,0,0,81,69
20150627,1.12,0,0,71,58
20150628,0.29,0,0,73,62
20150629,0,0,0,76,63
20150630,0.04,0,0,82,68
20150701,0.39,0,0,82,69
20150702,0,0,0,80,69
20150703,0,0,0,82,66
20150704,0,0,0,75,69
20150705,0,0,0,83,68
20150706,0,0,0,83,72
20150707,0.12,0,0,88,75
20150708,0,0,0,88,77
20150709,0.3,0,0,79,68
20150710,0,0,0,84,72
20150711,0,0,0,88,69
20150712,0,0,0,89,72
20150713,0,0,0,88,73
20150714,0.42,0,0,82,73
20150715,0.12,0,0,81,72
20150716,0,0,0,80,64
20150717,0,0,0,81,67
20150718,0.32,0,0,85,71
20150719,0,0,0,93,78
20150720,0,0,0,94,82
20150721,0,0,0,89,74
20150722,0,0,0,85,69
20150723,0,0,0,86,68
20150724,0,0,0,87,70
20150725,0,0,0,88,69
20150726,0,0,0,90,74
20150727,0.36,0,0,86,71
20150728,0,0,0,95,75
20150729,0,0,0,96,78
20150730,1.95,0,0,87,76
20150731,0,0,0,89,72
20150801,0,0,0,89,75
20150802,0,0,0,89,71
20150803,0,0,0,90,75
20150804,0.43,0,0,89,69
20150805,0,0,0,87,72
20150806,0,0,0,83,67
20150807,0,0,0,84,69
20150808,0,0,0,82,68
20150809,0,0,0,85,68
20150810,0,0,0,84,70
20150811,1.17,0,0,81,71
20150812,0,0,0,85,71
20150813,0,0,0,83,67
20150814,0,0,0,88,67
20150815,0,0,0,92,73
20150816,0,0,0,93,76
20150817,0,0,0,95,78
20150818,0.29,0,0,90,73
20150819,0,0,0,87,77
20150820,0.01,0,0,86,77
20150821,0.32,0,0,87,71
20150822,0,0,0,86,69
20150823,0,0,0,85,70
20150824,0,0,0,87,73
20150825,0,0,0,90,73
20150826,0,0,0,85,67
20150827,0,0,0,82,67
20150828,0,0,0,82,63
20150829,0,0,0,87,67
20150830,0.13,0,0,90,72
20150831,0,0,0,91,76
20150901,0,0,0,90,76
20150902,0,0,0,91,74
20150903,0,0,0,93,74
20150904,0,0,0,85,72
20150905,0,0,0,83,67
20150906,0,0,0,87,65
20150907,0,0,0,92,70
20150908,0,0,0,97,76
20150909,0,0,0,90,76
20150910,1.58,0,0,79,70
20150911,0,0,0,81,66
20150912,0.29,0,0,79,69
20150913,0.04,0,0,80,62
20150914,0,0,0,77,59
20150915,0,0,0,84,62
20150916,0,0,0,88,66
20150917,0,0,0,89,68
20150918,0,0,0,87,68
20150919,0,0,0,83,68
20150920,0,0,0,79,64
20150921,0,0,0,73,59
20150922,0,0,0,71,62
20150923,0,0,0,80,59
20150924,0,0,0,82,60
20150925,0,0,0,76,63
20150926,0,0,0,72,61
20150927,0,0,0,71,56
20150928,0,0,0,78,65
20150929,0.11,0,0,83,72
20150930,1.26,0,0,79,59
20151001,0.09,0,0,64,56
20151002,1.08,0,0,57,48
20151003,0.35,0,0,55,49
20151004,0,0,0,63,53
20151005,0,0,0,67,52
20151006,0,0,0,73,52
20151007,0,0,0,73,58
20151008,0,0,0,72,59
20151009,0.89,0,0,78,61
20151010,0,0,0,65,50
20151011,0,0,0,69,53
20151012,0,0,0,77,56
20151013,0.01,0,0,72,61
20151014,0,0,0,69,57
20151015,0,0,0,64,51
20151016,0,0,0,64,53
20151017,0,0,0,56,42
20151018,0,0,0,50,38
20151019,0,0,0,53,35
20151020,0,0,0,70,48
20151021,0,0,0,76,57
20151022,0,0,0,75,58
20151023,0,0,0,65,45
20151024,0,0,0,57,40
20151025,0.05,0,0,68,48
20151026,0,0,0,58,46
20151027,0,0,0,59,45
20151028,1.4,0,0,69,53
20151029,0.04,0,0,73,57
20151030,0,0,0,61,48
20151031,0,0,0,56,42
20151101,0,0,0,65,54
20151102,0,0,0,63,54
20151103,0,0,0,72,48
20151104,0,0,0,70,56
20151105,0.01,0,0,71,56
20151106,0,0,0,74,66
20151107,0,0,0,72,53
20151108,0,0,0,56,46
20151109,0,0,0,59,43
20151110,0.26,0,0,57,51
20151111,0.43,0,0,58,49
20151112,0.01,0,0,61,51
20151113,0,0,0,58,46
20151114,0,0,0,49,42
20151115,0,0,0,58,39
20151116,0,0,0,67,51
20151117,0,0,0,52,40
20151118,0,0,0,58,46
20151119,1.25,0,0,64,57
20151120,0,0,0,64,46
20151121,0,0,0,53,42
20151122,0.03,0,0,55,42
20151123,0,0,0,44,33
20151124,0,0,0,46,32
20151125,0,0,0,50,36
20151126,0,0,0,60,41
20151127,0,0,0,64,51
20151128,0.02,0,0,64,45
20151129,0,0,0,49,38
20151130,0,0,0,47,33
20151201,0.33,0,0,51,44
20151202,0.14,0,0,57,46
20151203,0,0,0,55,44
20151204,0,0,0,51,42
20151205,0,0,0,51,40
20151206,0,0,0,53,39
20151207,0,0,0,54,42
20151208,0,0,0,49,41
20151209,0,0,0,55,40
20151210,0,0,0,60,51
20151211,0,0,0,61,50
20151212,0,0,0,66,55
20151213,0,0,0,67,55
20151214,0.33,0,0,67,53
20151215,0.09,0,0,68,53
20151216,0.04,0,0,53,46
20151217,1.21,0,0,59,50
20151218,0,0,0,57,38
20151219,0,0,0,40,35
20151220,0,0,0,43,34
20151221,0,0,0,56,39
20151222,0.19,0,0,62,53
20151223,1.55,0,0,64,52
20151224,0.01,0,0,72,63
20151225,0.01,0,0,66,57
20151226,0,0,0,59,47
20151227,0.12,0,0,61,46
20151228,0.03,0,0,46,34
20151229,0.45,0,0,46,34
20151230,0.19,0,0,48,38
20151231,0.03,0,0,48,42
20160101,0,0,0,42,34
20160102,0,0,0,40,32
20160103,0,0,0,45,35
20160104,0,0,0,36,14
20160105,0,0,0,29,11
20160106,0,0,0,41,25
20160107,0,0,0,46,31
20160108,0,0,0,46,31
20160109,0,0,0,47,40
20160110,1.8,0,0,59,40
20160111,0,0,0,40,26
20160112,0,0,0,44,25
20160113,0,0,0,30,22
20160114,0,0,0,38,22
20160115,0,0,0,51,34
20160116,0.24,0,0,52,42
20160117,0.05,0,0.4,42,30
20160118,0,0,0,31,18
20160119,0,0,0,28,16
20160120,0,0,0,37,27
20160121,0,0,0,36,26
20160122,0.01,0,0.2,30,21
20160123,2.31,5.9,26.6,27,24
20160124,0,22,0,35,20
20160125,0,18.9,0,39,28
20160126,0,16.9,0,48,38
20160127,0,9.1,0,47,34
20160128,0,5.9,0,42,32
20160129,0,5.9,0,41,30
20160130,0,5.9,0,39,28
20160131,0,3.9,0,56,36
20160201,0.01,2,0,59,44
20160202,0,0,0,50,38
20160203,0.73,0,0,59,42
20160204,0,0,0,59,44
20160205,0.53,1.2,2.5,44,31
20160206,0,0,0,40,30
20160207,0,0,0,47,33
20160208,0.05,0,0.1,39,28
20160209,0,0,0,36,27
20160210,0.01,0,0,39,31
20160211,0,0,0,31,18
20160212,0,0,0,27,15
20160213,0,0,0,22,6
20160214,0,0,0,15,-1
20160215,0.44,0,1.4,35,13
20160216,1.01,0,0,54,35
20160217,0,0,0,39,35
20160218,0,0,0,36,27
20160219,0,0,0,39,24
20160220,0,0,0,61,39
20160221,0.03,0,0,55,44
20160222,0,0,0,52,38
20160223,0.3,0,0,40,35
20160224,1.22,0,0,60,36
20160225,0.02,0,0,61,37
20160226,0,0,0,39,27
20160227,0,0,0,41,26
20160228,0,0,0,60,38
20160229,0.05,0,0,61,47
20160301,0,0,0,52,39
20160302,0.14,0,0,55,29
20160303,0,0,0,36,26
20160304,0.11,0,0.4,39,30
20160305,0,0,0,41,28
20160306,0,0,0,44,32
20160307,0,0,0,60,36
20160308,0,0,0,67,47
20160309,0,0,0,77,44
20160310,0,0,0,79,63
20160311,0.06,0,0,68,48
20160312,0,0,0,59,40
20160313,0,0,0,62,50
20160314,0.29,0,0,51,40
20160315,0,0,0,57,44
20160316,0.02,0,0,65,48
20160317,0,0,0,63,45
20160318,0,0,0,57,42
20160319,0,0,0,46,36
20160320,0.07,0,0,43,32
20160321,0.06,0,0.5,50,32
20160322,0,0,0,56,35
20160323,0,0,0,71,48
20160324,0,0,0,55,44
20160325,0.04,0,0,72,44
20160326,0,0,0,55,38
20160327,0,0,0,55,43
20160328,0.38,0,0,62,42
20160329,0,0,0,53,40
20160330,0,0,0,56,37
20160331,0,0,0,73,49
20160401,0.02,0,0,79,61
20160402,0.16,0,0,61,49
20160403,0.09,0,0,50,34
20160404,0.47,0,0,45,29
20160405,0,0,0,43,26
20160406,0,0,0,48,30
20160407,0.09,0,0,58,48
20160408,0.01,0,0,50,40
20160409,0.11,0,0,43,36
20160410,0,0,0,50,31
20160411,0.01,0,0,65,43
20160412,0.2,0,0,59,45
20160413,0,0,0,58,40
20160414,0,0,0,62,43
20160415,0,0,0,65,42
20160416,0,0,0,68,43
20160417,0,0,0,75,44
20160418,0,0,0,82,51
20160419,0,0,0,73,55
20160420,0,0,0,69,49
20160421,0,0,0,73,49
20160422,0,0,0,79,62
20160423,0.16,0,0,71,54
20160424,0,0,0,68,47
20160425,0,0,0,69,50
20160426,0.24,0,0,60,47
20160427,0,0,0,62,46
20160428,0,0,0,59,48
20160429,0.05,0,0,58,45
20160430,0,0,0,65,46
20160501,0.16,0,0,51,45
20160502,0.04,0,0,60,45
20160503,0.61,-9999,-9999,56,51
